index_,tree_name,Wideband_Red_MEAN_I_mean,Wideband_Red_MEAN_I_median,Wideband_Red_MEAN_I_25th,Wideband_Red_MEAN_I_75th,Wideband_Green_MEAN_I_mean,Wideband_Green_MEAN_I_median,Wideband_Green_MEAN_I_25th,Wideband_Green_MEAN_I_75th,Wideband_Blue_NONE_mean,Wideband_Blue_NONE_median,Wideband_Blue_NONE_25th,Wideband_Blue_NONE_75th,Wideband_Blue_MEAN_I_mean,Wideband_Blue_MEAN_I_median,Wideband_Blue_MEAN_I_25th,Wideband_Blue_MEAN_I_75th,RedEdge_NONE_mean,RedEdge_NONE_median,RedEdge_NONE_25th,RedEdge_NONE_75th,RedEdge_HOMOGENEITY_mean,RedEdge_HOMOGENEITY_median,RedEdge_HOMOGENEITY_25th,RedEdge_HOMOGENEITY_75th,RedEdge_MEAN_I_mean,RedEdge_MEAN_I_median,RedEdge_MEAN_I_25th,RedEdge_MEAN_I_75th,Blue_HOMOGENEITY_mean,Blue_HOMOGENEITY_median,Blue_HOMOGENEITY_25th,Blue_HOMOGENEITY_75th,Blue_ASM_mean,Blue_ASM_median,Blue_ASM_25th,Blue_ASM_75th,Blue_MEAN_I_mean,Blue_MEAN_I_median,Blue_MEAN_I_25th,Blue_MEAN_I_75th,NIR_NONE_mean,NIR_NONE_median,NIR_NONE_25th,NIR_NONE_75th,NIR_HOMOGENEITY_mean,NIR_HOMOGENEITY_median,NIR_HOMOGENEITY_25th,NIR_HOMOGENEITY_75th,NIR_MEAN_I_mean,NIR_MEAN_I_median,NIR_MEAN_I_25th,NIR_MEAN_I_75th,Red_HOMOGENEITY_mean,Red_HOMOGENEITY_median,Red_HOMOGENEITY_25th,Red_HOMOGENEITY_75th,Red_MEAN_I_mean,Red_MEAN_I_median,Red_MEAN_I_25th,Red_MEAN_I_75th,Green_NONE_mean,Green_NONE_median,Green_NONE_25th,Green_NONE_75th,Green_HOMOGENEITY_mean,Green_HOMOGENEITY_median,Green_HOMOGENEITY_25th,Green_HOMOGENEITY_75th,Green_MEAN_I_mean,Green_MEAN_I_median,Green_MEAN_I_25th,Green_MEAN_I_75th,id_based_on_tree_name
11,Clausena Excavata,0.6371391745174633,0.7312703929227942,0.3179044117647059,0.3235305606617647,0.3695305747100535,0.0645817476160386,0.3708391615923713,0.5832206456801471,0.1619173835305606,0.0232590260225183,0.497086767799714,0.0643068874583524,0.4987452607996323,0.4356043916590073,0.0292043259564568,0.0845661918736775,0.1970961626838235,0.0824801635742187,0.6396484375,0.73681640625,0.3359375,0.32080078125,0.3775418400764465,0.06341552734375,0.369384765625,0.58251953125,0.15582275390625,0.02313232421875,0.5024533867835999,0.0609130859375,0.496337890625,0.44140625,0.0289688110351562,0.0857576541602611,0.193603515625,0.08233642578125,0.6043701171875,0.6982421875,0.265625,0.30712890625,0.2875001281499862,0.0474853515625,0.33050537109375,0.53564453125,0.1314697265625,0.0214691162109375,0.4187311306595802,0.04718017578125,0.45556640625,0.377197265625,0.026397705078125,0.0615095775574445,0.161590576171875,0.07391357421875,0.671875,0.76904296875,0.3828125,0.34033203125,0.4600527510046959,0.07843017578125,0.41064453125,0.63623046875,0.1871337890625,0.025238037109375,0.586518332362175,0.0806427001953125,0.5419921875,0.490966796875,0.032012939453125,0.1075049955397844,0.22998046875,0.09124755859375,6
15,Clausena Excavata,0.722339668506721,0.8002319235269256,0.3437198800614382,0.3458905994705333,0.3964075495089715,0.067609381640329,0.3935608332962874,0.5786531760750402,0.1526282397154906,0.0242038690943578,0.5189916584112332,0.067681165962905,0.5166309978945035,0.4211187851855646,0.031349430339045,0.0926169758106445,0.1940278196893233,0.0890183861688597,0.73095703125,0.8095703125,0.3515625,0.3447265625,0.4024350196123123,0.0657958984375,0.398681640625,0.58740234375,0.146240234375,0.0244140625,0.5265390872955322,0.0662841796875,0.52197265625,0.419189453125,0.03173828125,0.0919681079685688,0.19287109375,0.0894775390625,0.67333984375,0.75341796875,0.27734375,0.3125,0.3176759630441665,0.05010986328125,0.34228515625,0.5223388671875,0.11572265625,0.0212860107421875,0.4463222920894623,0.049407958984375,0.4716796875,0.372314453125,0.0260162353515625,0.0669219177216291,0.164306640625,0.0750732421875,0.7705078125,0.84765625,0.4140625,0.374755859375,0.4805018901824951,0.0843505859375,0.43994140625,0.63671875,0.1788330078125,0.0268096923828125,0.6019121259450912,0.08612060546875,0.56396484375,0.469970703125,0.03594970703125,0.1178758405148983,0.22412109375,0.1011962890625,6
3,Falcataria Moluccana,0.7763134352734498,0.8570972169039207,0.4959622214365409,0.4976455454314125,0.4451871043940054,0.0788277979820005,0.4449498554997932,0.595861210690148,0.1911297055348086,0.030938777272469,0.6266018107516683,0.0790014370757884,0.6279832829810816,0.4100824698362461,0.0376525709855306,0.0975319182813321,0.2107046151213462,0.0942738603209015,0.78076171875,0.8642578125,0.4921875,0.49609375,0.4479480534791946,0.07476806640625,0.44921875,0.60107421875,0.1776123046875,0.0309600830078125,0.6376410722732544,0.0755615234375,0.63720703125,0.407958984375,0.037109375,0.092802744358778,0.201416015625,0.0936279296875,0.73291015625,0.81982421875,0.43359375,0.454345703125,0.3637472242116928,0.05731201171875,0.387939453125,0.533203125,0.1317138671875,0.027313232421875,0.5462481528520584,0.055694580078125,0.56787109375,0.337646484375,0.0312042236328125,0.0695409011095762,0.1593017578125,0.078125,0.82373046875,0.90087890625,0.5546875,0.5380859375,0.5293205380439758,0.09674072265625,0.5029296875,0.66943359375,0.23681640625,0.034698486328125,0.7176815718412399,0.09814453125,0.69091796875,0.481689453125,0.043426513671875,0.1188363190740346,0.251708984375,0.10870361328125,8
23,Sterculia Parviflora,0.6314384160559627,0.7056432593115006,0.3185591116339107,0.3113844717128685,0.2576725663199057,0.1060352033174173,0.2551585279410081,0.686645751790473,0.264120225188416,0.0160054785660471,0.3658936350798106,0.1047329886764943,0.3645966572415264,0.526390751705894,0.0206860473043199,0.0623997275853749,0.2680698829361155,0.0584043214354492,0.63525390625,0.71337890625,0.30078125,0.31640625,0.2601429373025894,0.1070556640625,0.25048828125,0.67041015625,0.2149658203125,0.015869140625,0.3679264485836029,0.10308837890625,0.3544921875,0.546142578125,0.0199127197265625,0.0608401838690042,0.2725830078125,0.058074951171875,0.5908203125,0.66845703125,0.2265625,0.26416015625,0.2103816196322441,0.08807373046875,0.226776123046875,0.6240234375,0.1802978515625,0.014678955078125,0.3161129951477051,0.0833740234375,0.33123779296875,0.4814453125,0.0174407958984375,0.0450561679899692,0.2398681640625,0.048553466796875,0.6650390625,0.74462890625,0.40234375,0.35498046875,0.3067228570580482,0.12451171875,0.2861328125,0.7451171875,0.308349609375,0.0171356201171875,0.4187566265463829,0.1248779296875,0.406982421875,0.59130859375,0.022369384765625,0.076032405719161,0.306396484375,0.0648193359375,16
0,Falcataria Moluccana,0.7777534461455153,0.8558794117898971,0.5012708825846647,0.5024020323604248,0.4198806512888705,0.0929480160114308,0.418472148644513,0.6692973597468591,0.251122084150723,0.0299721911069749,0.5896231524086657,0.0935462485219221,0.5895792655839606,0.4742975861862106,0.035624835364608,0.0957928208011404,0.2398434674532578,0.0923957523238719,0.78125,0.86083984375,0.50390625,0.5009765625,0.4207039177417755,0.08953857421875,0.421630859375,0.67822265625,0.2344970703125,0.030242919921875,0.6001677811145782,0.09063720703125,0.59716796875,0.480712890625,0.03521728515625,0.0905709564685821,0.23583984375,0.09185791015625,0.7431640625,0.82861328125,0.44921875,0.469970703125,0.3570896089076996,0.06964111328125,0.37548828125,0.61572265625,0.181884765625,0.0262451171875,0.5336098819971085,0.0687255859375,0.55029296875,0.40673828125,0.029449462890625,0.0718210879713296,0.18994140625,0.07818603515625,0.81591796875,0.8876953125,0.5546875,0.53466796875,0.4833312407135963,0.11163330078125,0.465087890625,0.73046875,0.296875,0.03350830078125,0.6587216556072235,0.1141357421875,0.63671875,0.54541015625,0.041168212890625,0.1121988743543624,0.284423828125,0.1053466796875,8
17,Sandoricum Koetjape,0.6990576174653746,0.7591960737652587,0.3429869341139313,0.3451022975894712,0.3672464765967865,0.0653986717013978,0.3665934068804419,0.5428078328181909,0.147875685836198,0.0229364025655217,0.5145356222178177,0.0715207221701778,0.5148084029612985,0.3290004383749715,0.0352238731750073,0.0857807383016188,0.1874471588447374,0.0828964323707683,0.72412109375,0.7822265625,0.3359375,0.338623046875,0.3556239902973175,0.057098388671875,0.372314453125,0.537109375,0.12066650390625,0.02294921875,0.5237256288528442,0.0672607421875,0.52490234375,0.294677734375,0.03497314453125,0.0770071074366569,0.1656494140625,0.08343505859375,0.61767578125,0.69873046875,0.23046875,0.2763671875,0.2552662715315819,0.043243408203125,0.300537109375,0.46875,0.0860595703125,0.0185546875,0.4267467707395553,0.050750732421875,0.455810546875,0.220458984375,0.023529052734375,0.0458734547719359,0.126953125,0.061798095703125,0.7998046875,0.84814453125,0.4453125,0.412841796875,0.4751748889684677,0.07904052734375,0.4404296875,0.61083984375,0.1773681640625,0.0274658203125,0.6228700429201126,0.08819580078125,0.59375,0.42041015625,0.0456008911132812,0.1166158597916364,0.2242431640625,0.10418701171875,13
29,Dillenia Suffruticosa,0.6396131969633556,0.7285752069382441,0.3054286411830357,0.3078106471470424,0.3822209503878617,0.0628849892389206,0.3762753804524739,0.5443249657040551,0.111970651717413,0.0231086413065592,0.4943984828201965,0.0644243785313197,0.4920734223865327,0.3875546228317987,0.0291655517759777,0.0926903165139568,0.1671993164789109,0.0862971260434105,0.6474609375,0.736328125,0.298828125,0.30322265625,0.3955240994691849,0.0615997314453125,0.379150390625,0.556884765625,0.107635498046875,0.0230865478515625,0.508482426404953,0.063995361328125,0.4923095703125,0.385498046875,0.0294418334960937,0.093653380870819,0.1644287109375,0.08807373046875,0.6199951171875,0.7099609375,0.22265625,0.291748046875,0.3059559464454651,0.0523910522460937,0.358642578125,0.49847412109375,0.093109130859375,0.02178955078125,0.42936572432518,0.052703857421875,0.472900390625,0.353271484375,0.0268096923828125,0.0611139386892318,0.1484375,0.0806884765625,0.6630859375,0.7548828125,0.375,0.322265625,0.4608857706189155,0.0715484619140625,0.399658203125,0.5933837890625,0.127105712890625,0.0242767333984375,0.5635058283805847,0.0747833251953125,0.51513671875,0.4249267578125,0.0306892395019531,0.1188617441803217,0.186798095703125,0.09246826171875,7
12,Cinnamomum Iners,0.7116290257676645,0.76618185343523,0.3788449147956563,0.3797817097274195,0.3589008332507336,0.0577157792357667,0.3627536102025476,0.5145187107363931,0.1143997136030496,0.0268031006546052,0.4875200317073446,0.0590385488139316,0.4918747215076002,0.3229178370035097,0.0410189329929134,0.098812399276854,0.1558872224486465,0.0973069037059743,0.71533203125,0.77099609375,0.37890625,0.374267578125,0.3488188982009887,0.055572509765625,0.360595703125,0.517578125,0.10748291015625,0.026702880859375,0.4896580278873443,0.057403564453125,0.4921875,0.321044921875,0.040557861328125,0.0890136212110519,0.14892578125,0.09552001953125,0.6630859375,0.71923828125,0.3046875,0.344482421875,0.2654008567333221,0.044189453125,0.307373046875,0.4658203125,0.08551025390625,0.0234832763671875,0.401129275560379,0.045928955078125,0.436767578125,0.263916015625,0.03399658203125,0.0614814478904008,0.1192626953125,0.078369140625,0.7626953125,0.81640625,0.453125,0.40966796875,0.4456422030925751,0.0682373046875,0.417236328125,0.56591796875,0.1322021484375,0.0301513671875,0.5781719088554382,0.070068359375,0.55078125,0.37646484375,0.047515869140625,0.1264640986919403,0.1866455078125,0.11566162109375,4
10,Cinnamomum Iners,0.7531574918908716,0.8136801213672645,0.3438224235700197,0.3445759128066444,0.4141183054313446,0.0521675903651371,0.4150016348272621,0.4800288875662599,0.090314077343461,0.0286507439096063,0.5471213521729765,0.0617887758409248,0.5499591413569404,0.2597672682542067,0.0464447405211318,0.1234612853444021,0.1152990698579265,0.1208769262189695,0.77490234375,0.83203125,0.33984375,0.33642578125,0.4192796647548675,0.051971435546875,0.42138671875,0.482177734375,0.08349609375,0.0288238525390625,0.5591170191764832,0.060089111328125,0.55126953125,0.2548828125,0.047760009765625,0.1172203719615936,0.1129150390625,0.1231689453125,0.69677734375,0.76708984375,0.25390625,0.306396484375,0.3058868572115898,0.0430831909179687,0.361572265625,0.441650390625,0.0694580078125,0.0247802734375,0.4575607255101204,0.047882080078125,0.5023193359375,0.2208251953125,0.037353515625,0.0752289686352014,0.09625244140625,0.09954833984375,0.81591796875,0.87060546875,0.43359375,0.37744140625,0.5232152938842773,0.060791015625,0.47314453125,0.5205078125,0.104248046875,0.033111572265625,0.645409494638443,0.0751953125,0.60498046875,0.29425048828125,0.05572509765625,0.1662469021975994,0.1318359375,0.1424560546875,4
25,Pennisetum Purpureum,0.5902617457513077,0.66117202026886,0.3739498680584746,0.3797297214705642,0.1592833183748086,0.1770425961935271,0.1591583304690054,0.7552147871932068,0.3390313618364975,0.0121719545108979,0.246658835965827,0.1444970094797395,0.2471428015471384,0.6369269097860767,0.0151990544238666,0.040378609425167,0.4263632290946024,0.037677654251926,0.59228515625,0.669921875,0.375,0.376708984375,0.1563914865255355,0.17578125,0.1580810546875,0.74853515625,0.29638671875,0.0121688842773437,0.246829517185688,0.143798828125,0.2427978515625,0.642578125,0.01416015625,0.0384480487555265,0.42822265625,0.03759765625,0.517578125,0.609375,0.29296875,0.335693359375,0.1284024752676487,0.139892578125,0.1383056640625,0.70654296875,0.2479248046875,0.00994873046875,0.2106100134551525,0.1142578125,0.226318359375,0.5625,0.01043701171875,0.0296804276295006,0.3662109375,0.0300140380859375,0.65625,0.712890625,0.45703125,0.423583984375,0.1875948421657085,0.212890625,0.177001953125,0.798828125,0.398681640625,0.0140304565429687,0.2838389202952385,0.174560546875,0.2705078125,0.7060546875,0.01861572265625,0.0490955617278814,0.487548828125,0.0439453125,11
